"","PUBID","year","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","marstat","region","urban","industry","autonomy","competitiveness","hazardous","regularity","teamwork"
"2512",1355,2000,800,19,2,"1.Less than HS",FALSE,43,0.307692308,0.094674556,TRUE,0,0,"Cohabiting",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.444333333,3.1439,1.4019,1.1734,3.7289
"2514",1357,2001,675,19,0,"2.High school",FALSE,33,0.634615385,0.402736686,TRUE,1,0,"Cohabiting",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"2515",1357,2002,835,20,1,"2.High school",TRUE,77,1.480769231,2.192677515,TRUE,1,0,"Cohabiting",3,1,"Retail Trade",4.369858527,2.9767,1.5369,1.4556,4.5206
"2516",1357,2003,805,21,1,"2.High school",TRUE,125,2.403846154,5.778476331,FALSE,1,0,"Cohabiting",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"2517",1357,2004,750,22,2,"3.Some college",TRUE,159,0.442307692,0.195636095,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"2518",1357,2005,673,23,2,"3.Some college",TRUE,211,1.442307692,2.080251479,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"2519",1357,2006,800,24,2,"3.Some college",TRUE,231,1.826923077,3.337647929,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"2520",1357,2007,1903,25,2,"4.College",FALSE,278,2.730769231,7.457100592,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"2521",1357,2008,1628,26,2,"4.College",FALSE,329,3.711538462,13.77551775,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2522",1357,2009,3000,26,2,"4.College",FALSE,376,4.615384615,21.30177515,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2523",1357,2010,2500,28,2,"4.College",FALSE,435,5.75,33.0625,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2524",1357,2011,2625,28,2,"4.College",FALSE,480,6.615384615,43.76331361,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2525",1357,2013,2000,31,3,"4.College",FALSE,567,8.288461538,68.69859467,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2527",1375,2001,625,17,0,"1.Less than HS",TRUE,43,0.826923077,0.683801775,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"2529",1375,2004,700,19,0,"2.High school",FALSE,109,1.057692308,1.118713018,TRUE,1,0,"Cohabiting",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.605733333,3.2675,1.3364,1,3.8994
"2530",1375,2005,725,20,0,"2.High school",FALSE,158,2,4,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.605733333,3.2675,1.3364,1,3.8994
"2531",1375,2006,690,21,0,"2.High school",FALSE,185,0.326923077,0.106878698,FALSE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.998839963,2.86860657,1.1512,1.1628,4.3439
"2537",1375,2013,1781,28,2,"2.High school",FALSE,524,5.076923077,25.77514793,TRUE,0,0,"Cohabiting",3,1,"Transportation and Warehousing",3.691008275,2.653988466,2.210933333,1.157366667,4.392666667
"2540",1379,2003,770,19,0,"2.High school",TRUE,68,1.115384615,1.24408284,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"2541",1379,2004,815,20,0,"2.High school",TRUE,122,2.153846154,4.639053254,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"2549",1379,2013,900,29,4,"2.High school",FALSE,527,0.596153846,0.355399408,TRUE,1,0,"Married",3,1,"Educational and Social Services",3.829972613,2.772877288,1.3808,1.234176582,4.2158
"2556",1385,2005,213,23,0,"1.Less than HS",FALSE,182,1.057692308,1.118713018,TRUE,1,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2561",1385,2011,725,29,0,"1.Less than HS",FALSE,354,1.711538462,2.929363905,FALSE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"2562",1385,2013,213,31,0,"1.Less than HS",FALSE,433,1.442307692,2.080251479,FALSE,1,0,"No romantic union",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2570",1386,2007,1104,26,3,"2.High school",FALSE,238,0.942307692,0.887943787,FALSE,1,1,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"2571",1386,2008,1333,27,3,"2.High school",FALSE,289,1.923076923,3.698224852,FALSE,1,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"2573",1386,2010,1378,29,3,"2.High school",FALSE,397,4,16,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"2574",1386,2011,1143,30,3,"2.High school",FALSE,443,4.884615385,23.85946746,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.535606303,2.984060319,1.7554,1.28184,3.76646
"2575",1386,2013,1000,32,3,"2.High school",FALSE,562,7.173076923,51.45303254,FALSE,0,0,"Married",3,1,"Educational and Social Services",4.043269057,3.5361,2.199,1.4979,3.8299
"2577",1389,1999,800,19,2,"1.Less than HS",FALSE,72,0.865384615,0.748890533,FALSE,1,0,"Married",3,1,"Wholesale Trade",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"2587",1392,1999,840,19,1,"2.High school",TRUE,86,0.442307692,0.195636095,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"2588",1392,2000,825,20,1,"2.High school",FALSE,112,0.25,0.0625,TRUE,1,0,"Cohabiting",3,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"2589",1392,2001,890,21,2,"2.High school",FALSE,156,1.096153846,1.201553254,FALSE,1,0,"Married",3,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"2590",1392,2002,990,22,2,"2.High school",FALSE,212,2.173076923,4.722263314,TRUE,1,0,"Married",3,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"2591",1392,2003,1000,23,2,"2.High school",FALSE,233,2.576923077,6.640532544,TRUE,1,0,"Married",3,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"2597",1411,2000,550,20,0,"2.High school",TRUE,76,0.538461538,0.289940828,FALSE,0,0,"No romantic union",3,1,"Information and Communications",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"2598",1411,2001,572,21,0,"2.High school",TRUE,128,1.538461538,2.366863905,FALSE,0,0,"No romantic union",3,1,"Information and Communications",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"2599",1411,2002,1453,22,0,"4.College",FALSE,180,0.576923077,0.332840237,TRUE,1,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.255908654,4.16525,1.24195,1.22675,4.31295
"2606",1411,2009,2788,29,1,"4.College",FALSE,529,4.019230769,16.15421598,TRUE,1,0,"Married",3,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.255908654,4.16525,1.24195,1.22675,4.31295
"2607",1411,2010,2885,30,1,"4.College",FALSE,584,5.076923077,25.77514793,TRUE,1,0,"Married",3,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.255908654,4.16525,1.24195,1.22675,4.31295
"2608",1411,2011,3125,31,2,"4.College",FALSE,642,6.192307692,38.34467456,TRUE,1,0,"Married",3,0,"Finance, Insurance, Real Estate, and Rental and Leasing",4.255908654,4.16525,1.24195,1.22675,4.31295
"2609",1411,2013,3293,33,2,"4.College",FALSE,752,8.307692308,69.01775148,TRUE,1,0,"Married",3,1,"Other",4.255908654,4.16525,1.24195,1.22675,4.31295
"2612",1416,2001,625,19,1,"2.High school",FALSE,72,0.346153846,0.119822485,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"2614",1416,2004,650,22,1,"2.High school",TRUE,95,0.442307692,0.195636095,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"2615",1416,2006,800,24,1,"2.High school",FALSE,144,0.942307692,0.887943787,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2616",1416,2007,213,25,1,"2.High school",FALSE,206,2.134615385,4.55658284,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2617",1416,2008,655,26,1,"2.High school",FALSE,244,2.865384615,8.210428994,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.139598413,2.701270127,1.197880212,1.5937,4.3814
"2618",1416,2009,755,27,1,"2.High school",FALSE,294,3.826923077,14.64534024,FALSE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.139598413,2.701270127,1.197880212,1.5937,4.3814
"2619",1416,2010,725,28,1,"2.High school",FALSE,350,4.903846154,24.0477071,TRUE,1,0,"Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.139598413,2.701270127,1.197880212,1.5937,4.3814
"2620",1416,2011,725,29,2,"2.High school",FALSE,399,5.846153846,34.17751479,TRUE,0,0,"Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.139598413,2.701270127,1.197880212,1.5937,4.3814
"2621",1416,2013,725,31,2,"2.High school",FALSE,506,7.903846154,62.47078402,TRUE,0,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.139598413,2.701270127,1.197880212,1.5937,4.3814
"2628",1420,2008,1025,26,1,"2.High school",FALSE,480,7.634615385,58.28735207,TRUE,1,0,"Cohabiting",3,0,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"2629",1420,2009,1025,27,1,"2.High school",FALSE,518,8.365384615,69.97965976,TRUE,1,1,"Cohabiting",3,0,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"2630",1420,2010,1650,28,1,"2.High school",FALSE,577,9.5,90.25,TRUE,1,0,"Cohabiting",3,0,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"2631",1433,2001,675,17,0,"1.Less than HS",TRUE,39,0.75,0.5625,FALSE,1,0,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"2632",1433,2002,750,18,0,"2.High school",TRUE,72,1.384615385,1.917159763,FALSE,1,0,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"2633",1433,2003,1050,19,0,"2.High school",TRUE,89,0.326923077,0.106878698,TRUE,1,1,"No romantic union",3,1,"Public Administration and Armed Forces",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"2634",1433,2004,1181,20,0,"2.High school",FALSE,105,0.634615385,0.402736686,TRUE,1,0,"No romantic union",3,1,"Public Administration and Armed Forces",2.9368,2.7455,1.1644,1.0014,4.323932393
"2637",1433,2007,1600,23,0,"2.High school",FALSE,218,0.519230769,0.269600592,TRUE,1,0,"No romantic union",3,1,"Other Services",3.614092521,3.436089098,1.843103922,1.45825,4.215519612
"2638",1433,2008,1860,24,0,"2.High school",FALSE,276,0.865384615,0.748890533,TRUE,1,0,"No romantic union",3,1,"Health Care",4.062844141,3.088186974,2.554009458,1.139542857,4.373119616
"2639",1433,2009,2200,25,0,"2.High school",FALSE,320,1.711538462,2.929363905,TRUE,0,0,"No romantic union",3,1,"Health Care",4.062844141,3.088186974,2.554009458,1.139542857,4.373119616
"2640",1433,2010,2300,26,0,"2.High school",FALSE,402,3.288461538,10.81397929,TRUE,0,0,"Cohabiting",3,1,"Health Care",4.062844141,3.088186974,2.554009458,1.139542857,4.373119616
"2641",1433,2011,2200,27,0,"2.High school",FALSE,410,3.442307692,11.84948225,TRUE,1,0,"No romantic union",1,1,"Health Care",4.062844141,3.088186974,2.554009458,1.139542857,4.373119616
"2642",1433,2013,5000,29,0,"2.High school",FALSE,522,2.153846154,4.639053254,TRUE,0,0,"No romantic union",1,1,"Other Services",3.614092521,3.436089098,1.843103922,1.45825,4.215519612
"2647",1442,2002,238,21,0,"2.High school",TRUE,86,0.807692308,0.652366864,FALSE,1,0,"Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2649",1442,2004,1200,23,0,"4.College",FALSE,114,0.269230769,0.072485207,FALSE,1,0,"Cohabiting",3,1,"Educational and Social Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"2651",1442,2006,1350,25,0,"4.College",FALSE,213,1.730769231,2.99556213,TRUE,1,0,"Cohabiting",3,0,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2652",1442,2007,1350,26,0,"4.College",TRUE,232,2.096153846,4.393860947,TRUE,0,0,"No romantic union",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2653",1442,2009,1200,28,0,"4.College",FALSE,250,0.346153846,0.119822485,TRUE,0,0,"No romantic union",3,1,"Construction",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"2654",1442,2010,975,29,0,"4.College",FALSE,302,0.269230769,0.072485207,TRUE,0,0,"Cohabiting",3,1,"Health Care",4.201316667,1.86895,1,1.0315,4.593220339
"2655",1442,2011,1024,30,0,"4.College",FALSE,347,1.134615385,1.287352071,TRUE,0,0,"Cohabiting",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2656",1442,2013,1107,32,1,"4.College",FALSE,448,3.076923077,9.467455621,FALSE,0,0,"Cohabiting",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"2659",1445,1999,575,17,0,"1.Less than HS",TRUE,226,1.615384615,2.609467456,FALSE,0,0,"No romantic union",3,1,"Health Care",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"2663",1445,2003,1150,21,0,"2.High school",TRUE,414,1.192307692,1.421597633,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"2664",1445,2004,238,22,0,"2.High school",TRUE,465,0.980769231,0.961908284,FALSE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2665",1445,2005,238,23,0,"2.High school",FALSE,500,1.653846154,2.735207101,TRUE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2666",1445,2006,1400,24,0,"2.High school",TRUE,535,1.538461538,2.366863905,TRUE,0,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"2667",1445,2007,1851,25,0,"3.Some college",TRUE,586,0.903846154,0.81693787,TRUE,0,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.261497346,4.0801,1.0101,1.1412,4.3107
"2668",1445,2008,1709,26,0,"3.Some college",FALSE,640,1.942307692,3.772559172,TRUE,0,0,"Cohabiting",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.261497346,4.0801,1.0101,1.1412,4.3107
"2669",1445,2009,1752,27,0,"3.Some college",FALSE,687,2.846153846,8.100591716,TRUE,1,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.210240534,3.115888411,1.03,1.0398,3.99480052
"2670",1445,2010,1795,28,1,"3.Some college",FALSE,737,3.807692308,14.49852071,TRUE,1,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.210240534,3.115888411,1.03,1.0398,3.99480052
"2674",1448,2001,1000,18,0,"2.High school",TRUE,83,1.153846154,1.331360947,TRUE,0,0,"No romantic union",3,1,"Other Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"2675",1448,2002,1050,20,0,"2.High school",FALSE,123,1.923076923,3.698224852,TRUE,0,0,"No romantic union",3,1,"Other Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"2676",1448,2004,2200,22,0,"2.High school",FALSE,164,0.403846154,0.163091716,TRUE,0,0,"No romantic union",3,1,"Health Care",4.17816611,3.28352,1.970820584,1.142097158,4.458169163
"2677",1448,2005,2253,23,0,"2.High school",FALSE,222,1.519230769,2.30806213,TRUE,0,0,"No romantic union",3,1,"Health Care",4.17816611,3.28352,1.970820584,1.142097158,4.458169163
"2678",1448,2006,2403,24,0,"2.High school",FALSE,273,2.5,6.25,TRUE,1,0,"No romantic union",3,1,"Health Care",4.17816611,3.28352,1.970820584,1.142097158,4.458169163
"2679",1448,2007,2410,25,0,"2.High school",FALSE,324,3.480769231,12.11575444,TRUE,0,0,"No romantic union",3,1,"Health Care",4.17816611,3.28352,1.970820584,1.142097158,4.458169163
"2680",1448,2010,2800,27,0,"2.High school",FALSE,472,6.326923077,40.02995562,TRUE,0,0,"No romantic union",3,1,"Health Care",4.17816611,3.28352,1.970820584,1.142097158,4.458169163
"2681",1448,2011,2850,29,0,"2.High school",FALSE,532,7.480769231,55.96190828,TRUE,0,0,"Cohabiting",3,1,"Health Care",4.17816611,3.28352,1.970820584,1.142097158,4.458169163
"2684",1459,2001,750,17,0,"1.Less than HS",TRUE,121,2.326923077,5.414571006,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.955255243,4.425480849,1.312156261,1.863666667,4.487133333
"2685",1459,2002,750,18,0,"1.Less than HS",TRUE,127,2.442307692,5.964866864,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.955255243,4.425480849,1.312156261,1.863666667,4.487133333
"2689",1459,2009,1222,24,0,"4.College",FALSE,173,0.403846154,0.163091716,TRUE,0,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.210240534,3.115888411,1.03,1.0398,3.99480052
"2690",1459,2011,1300,27,0,"4.College",FALSE,223,0.961538462,0.924556213,FALSE,0,0,"Cohabiting",3,1,"Construction",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"2695",1462,2006,250,22,0,"2.High school",TRUE,112,0.923076923,0.852071006,FALSE,0,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"2696",1462,2008,1250,24,0,"4.College",FALSE,195,0.461538462,0.213017751,TRUE,0,0,"No romantic union",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"2697",1462,2009,1213,25,0,"4.College",FALSE,247,1.461538462,2.136094675,TRUE,0,0,"Cohabiting",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"2698",1462,2010,1667,26,0,"4.College",FALSE,301,0.326923077,0.106878698,TRUE,0,0,"Married",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"2699",1462,2011,1608,26,0,"4.College",FALSE,345,1.173076923,1.376109467,TRUE,0,0,"Married",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"2700",1462,2013,1769,29,0,"4.College",TRUE,466,3.5,12.25,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"2702",1470,2002,700,20,0,"2.High school",FALSE,158,0.365384615,0.133505917,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
